Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       1/11079       relational_expression1 [53]
                0.00    0.00       1/11079       relational_expression [21]
                0.00    0.00       1/11079       equality_expression1 [55]
                0.00    0.00       1/11079       equality_expression [17]
                0.00    0.00       1/11079       and_expression1 [56]
                0.00    0.00       1/11079       and_expression [13]
                0.00    0.00       1/11079       xor_expression1 [57]
                0.00    0.00       1/11079       xor_expression [10]
                0.00    0.00       1/11079       or_expression1 [46]
                0.00    0.00       1/11079       or_expression [9]
                0.00    0.00       1/11079       __fn__.3661 [24]
                0.00    0.00       1/11079       additive_expression1 <cycle 3> [52]
                0.00    0.00       1/11079       multiplicative_expression1 [51]
                0.00    0.00       1/11079       __fn__.3937 [41]
                0.00    0.00       1/11079       tuple_expression1 [60]
                0.00    0.00       1/11079       jump_statement [108]
                0.00    0.00       1/11079       expression_statement [62]
                0.00    0.00       1/11079       statement_list1 [88]
                0.00    0.00       1/11079       statement_list [77]
                0.00    0.00       1/11079       class_statement [125]
                0.00    0.00       1/11079       class_statement_list1 [121]
                0.00    0.00       1/11079       class_statement_list [118]
                0.00    0.00       1/11079       postfix_expression1 [37]
                0.00    0.00       1/11079       file_level_statement_list1 [99]
                0.00    0.00       2/11079       __fn__.2961 [20]
                0.00    0.00       2/11079       __fn__.3182 [23]
                0.00    0.00       2/11079       tuple_expression [42]
                0.00    0.00       2/11079       anon_function [45]
                0.00    0.00       2/11079       __fn__.3015 [32]
                0.00    0.00       2/11079       file_level_statement_list [97]
                0.00    0.00       3/11079       __fn__.5031 [59]
                0.00    0.00       5/11079       __fn__.5059 [78]
                0.00    0.00      56/11079       module_instruction [49]
                0.00    0.00    3171/11079       memory_graph_set_field [7]
                0.00    0.00    7800/11079       set_insert [19]
[14]     8.5    0.00    0.00   11079         map_insert [14]
                0.00    0.00     696/8151        string_hasher [1]
                0.00    0.00   11079/15693       map_insert_helper [153]
                0.00    0.00    5740/24016       node_edge_hasher [150]
                0.00    0.00    4643/193657      default_hasher [146]
                0.00    0.00       6/6           resize_table [245]
-----------------------------------------------
                                                 <spontaneous>
[15]     8.0    0.00    0.00                 __fn__.3621 [15]
                0.00    0.00    1951/2928        or_expression [9]
                0.00    0.00     835/88757       parser_next__ [71]
                0.00    0.00       3/214071      map_lookup [2]
                0.00    0.00     838/20321       match_merge [151]
                0.00    0.00       3/10322       queue_remove [155]
                0.00    0.00       3/6810        string_literal [159]
-----------------------------------------------
                                2608             execute <cycle 4> [6]
[16]     7.9    0.00    0.00    2608         execute_id_param <cycle 4> [16]
                0.00    0.00    2338/16451       memory_graph_set_field [7]
                0.00    0.00    1741/2177        vm_lookup [36]
                0.00    0.00    3339/95652       obj_get_field [5]
                0.00    0.00     248/248         vm_object_lookup [74]
                0.00    0.00     150/2444        memory_graph_array_dequeue [33]
                0.00    0.00     130/2482        memory_graph_array_enqueue [28]
                                 144             call_fn <cycle 4> [18]
                                   1             call_new <cycle 4> [123]
-----------------------------------------------
                0.00    0.00    2003/2003        and_expression [13]
[17]     7.2    0.00    0.00    2003         equality_expression [17]
                0.00    0.00    2003/2003        relational_expression [21]
                0.00    0.00    2003/214071      map_lookup [2]
                0.00    0.00    1691/1691        equality_expression1 [55]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    1691/20321       match_merge [151]
-----------------------------------------------
                                   1             call_new <cycle 4> [123]
                                 144             execute_id_param <cycle 4> [16]
                                 144             execute_no_param <cycle 4> [11]
[18]     6.5    0.00    0.00     289         call_fn <cycle 4> [18]
                0.00    0.00     289/293         vm_new_block [22]
                0.00    0.00     867/16451       memory_graph_set_field [7]
                0.00    0.00    1156/95652       obj_get_field [5]
                0.00    0.00     289/14895       create_int [154]
                                 289             vm_maybe_initialize_and_execute <cycle 4> [69]
-----------------------------------------------
                0.00    0.00       2/7800        memory_graph_create_root_element [135]
                0.00    0.00      24/7800        memory_graph_array_set [91]
                0.00    0.00      58/7800        append_child_edges.2852 [83]
                0.00    0.00     100/7800        memory_graph_tuple_add [70]
                0.00    0.00     272/7800        memory_graph_array_push [58]
                0.00    0.00     460/7800        memory_graph_array_enqueue [28]
                0.00    0.00     673/7800        memory_graph_new_node [65]
                0.00    0.00     689/7800        module_instruction [49]
                0.00    0.00     696/7800        string_comparator [64]
                0.00    0.00    4826/7800        memory_graph_set_field [7]
[19]     6.0    0.00    0.00    7800         set_insert [19]
                0.00    0.00    7800/11079       map_insert [14]
-----------------------------------------------
                                                 <spontaneous>
[20]     5.9    0.00    0.00                 __fn__.2961 [20]
                0.00    0.00   12787/214071      map_lookup [2]
                0.00    0.00    2161/4817        assignment_tuple [68]
                0.00    0.00      86/712         tuple_expression [42]
                0.00    0.00    6525/88757       parser_next__ [71]
                0.00    0.00       2/11079       map_insert [14]
                0.00    0.00    3152/6810        string_literal [159]
                0.00    0.00    3152/3152        identifier [171]
                0.00    0.00    2161/3766        length_expression [168]
                0.00    0.00     139/20321       match_merge [151]
                0.00    0.00      97/10322       queue_remove [155]
-----------------------------------------------
                0.00    0.00    2003/2003        equality_expression [17]
[21]     5.6    0.00    0.00    2003         relational_expression [21]
                0.00    0.00    2003/2009        additive_expression <cycle 3> [29]
                0.00    0.00    2003/214071      map_lookup [2]
                0.00    0.00    1691/1691        relational_expression1 [53]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    1691/20321       match_merge [151]
-----------------------------------------------
                0.00    0.00       4/293         vm_maybe_initialize_and_execute <cycle 4> [69]
                0.00    0.00     289/293         call_fn <cycle 4> [18]
[22]     4.7    0.00    0.00     293         vm_new_block [22]
                0.00    0.00    1465/16451       memory_graph_set_field [7]
                0.00    0.00     293/300         create_obj [48]
                0.00    0.00    1758/95652       obj_get_field [5]
                0.00    0.00     293/297         memory_graph_array_push [58]
                0.00    0.00     293/14895       create_int [154]
-----------------------------------------------
                                                 <spontaneous>
[23]     4.5    0.00    0.00                 __fn__.3182 [23]
                0.00    0.00    1634/1634        postfix_expression1 [37]
                0.00    0.00    4670/214071      map_lookup [2]
                0.00    0.00       2/11079       map_insert [14]
                0.00    0.00    3152/3152        array_declaration [170]
                0.00    0.00    1634/20321       match_merge [151]
                0.00    0.00    1518/3152        module_statement [172]
-----------------------------------------------
                                                 <spontaneous>
[24]     4.4    0.00    0.00                 __fn__.3661 [24]
                0.00    0.00     977/2928        or_expression [9]
                0.00    0.00     983/214071      map_lookup [2]
                0.00    0.00    1972/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00      30/20321       match_merge [151]
                0.00    0.00       9/10322       queue_remove [155]
                0.00    0.00       6/977         is_expression [188]
-----------------------------------------------
[25]     4.0    0.00    0.00    2009+1889    <cycle 3 as a whole> [25]
                0.00    0.00    2105             additive_expression <cycle 3> [29]
                0.00    0.00    1793             additive_expression1 <cycle 3> [52]
-----------------------------------------------
                0.00    0.00       1/4           vm_add_builtin [47]
                0.00    0.00       3/4           main [3]
[26]     3.9    0.00    0.00       4         load_fn [26]
                0.00    0.00       3/3           module_create [39]
                0.00    0.00       4/4           module_load [50]
                0.00    0.00       1/4           module_create_file [34]
                0.00    0.00       1/1           parse_file [98]
                0.00    0.00       1/1           file_info [140]
                0.00    0.00       1/7422        strings_intern [31]
                0.00    0.00       5/371         ends_with [196]
                0.00    0.00       1/5           file_fn [248]
                0.00    0.00       1/3208        codegen_file [169]
                0.00    0.00       1/88          expression_tree_delete [216]
                0.00    0.00       1/5           file_info_delete [249]
-----------------------------------------------
                0.00    0.00    1278/1278        execute <cycle 4> [6]
[27]     3.7    0.00    0.00    1278         execute_val_param [27]
                0.00    0.00     784/16451       memory_graph_set_field [7]
                0.00    0.00     291/8105        vm_shift_ip [8]
                0.00    0.00     117/117         create_tuple [61]
                0.00    0.00     312/2444        memory_graph_array_dequeue [33]
                0.00    0.00     274/274         memory_graph_tuple_add [70]
                0.00    0.00     539/95652       obj_get_field [5]
                0.00    0.00      38/2482        memory_graph_array_enqueue [28]
                0.00    0.00       9/50          create_array [84]
                0.00    0.00    1278/1278        val_to_elt [187]
                0.00    0.00     256/530         tuple_size [194]
                0.00    0.00     256/256         tuple_get [205]
-----------------------------------------------
                0.00    0.00      38/2482        execute_val_param [27]
                0.00    0.00     130/2482        execute_id_param <cycle 4> [16]
                0.00    0.00    2314/2482        execute_no_param <cycle 4> [11]
[28]     3.3    0.00    0.00    2482         memory_graph_array_enqueue [28]
                0.00    0.00    2482/22356       obj_set_field [12]
                0.00    0.00    2482/95652       obj_get_field [5]
                0.00    0.00    1934/214071      map_lookup [2]
                0.00    0.00     460/7800        set_insert [19]
                0.00    0.00    2482/2996        array_enqueue [175]
                0.00    0.00    2482/6330        array_size [161]
                0.00    0.00    2482/14895       create_int [154]
                0.00    0.00    1934/26436       set_lookup [149]
-----------------------------------------------
                                  96             additive_expression1 <cycle 3> [52]
                0.00    0.00       6/2009        relational_expression1 [53]
                0.00    0.00    2003/2009        relational_expression [21]
[29]     3.2    0.00    0.00    2105         additive_expression <cycle 3> [29]
                0.00    0.00    2105/2105        multiplicative_expression [38]
                0.00    0.00    2105/214071      map_lookup [2]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    1793/20321       match_merge [151]
                                1793             additive_expression1 <cycle 3> [52]
-----------------------------------------------
                0.00    0.00     193/2005        parser_next__ [71]
                0.00    0.00    1812/2005        tokenize [35]
[30]     3.2    0.00    0.00    2005         tokenize_line [30]
                0.00    0.00    7357/7422        strings_intern [31]
                0.00    0.00     639/7455        string_comparator [64]
                0.00    0.00    5688/5688        queue_last [162]
                0.00    0.00    5541/5541        read_word [163]
                0.00    0.00    5541/5541        resolve_type [164]
                0.00    0.00    5429/5429        queue_add [165]
                0.00    0.00      78/78          read_string [219]
-----------------------------------------------
                0.00    0.00       1/7422        load_fn [26]
                0.00    0.00       1/7422        file_info [140]
                0.00    0.00       1/7422        vm_add_builtin [47]
                0.00    0.00       1/7422        vm_delete [138]
                0.00    0.00       3/7422        module_create [39]
                0.00    0.00       3/7422        file_info_set_name [136]
                0.00    0.00       4/7422        module_create_file [34]
                0.00    0.00      51/7422        module_instruction [49]
                0.00    0.00    7357/7422        tokenize_line [30]
[31]     3.2    0.00    0.00    7422         strings_intern [31]
                0.00    0.00    7422/214071      map_lookup [2]
                0.00    0.00    7422/26436       set_lookup [149]
-----------------------------------------------
                                                 <spontaneous>
[32]     3.1    0.00    0.00                 __fn__.3015 [32]
                0.00    0.00    6773/214071      map_lookup [2]
                0.00    0.00    1608/4817        assignment_tuple [68]
                0.00    0.00       9/712         tuple_expression [42]
                0.00    0.00    3549/88757       parser_next__ [71]
                0.00    0.00       2/11079       map_insert [14]
                0.00    0.00    3152/6810        string_literal [159]
                0.00    0.00    1605/3766        length_expression [168]
                0.00    0.00     423/10322       queue_remove [155]
                0.00    0.00      18/20321       match_merge [151]
-----------------------------------------------
                0.00    0.00     150/2444        execute_id_param <cycle 4> [16]
                0.00    0.00     312/2444        execute_val_param [27]
                0.00    0.00    1982/2444        execute_no_param <cycle 4> [11]
[33]     2.9    0.00    0.00    2444         memory_graph_array_dequeue [33]
                0.00    0.00    2444/22356       obj_set_field [12]
                0.00    0.00    2444/95652       obj_get_field [5]
                0.00    0.00    1922/214071      map_lookup [2]
                0.00    0.00    2444/2444        array_dequeue [176]
                0.00    0.00    2444/6330        array_size [161]
                0.00    0.00    2444/14895       create_int [154]
                0.00    0.00    1922/26436       set_lookup [149]
-----------------------------------------------
                0.00    0.00       1/4           load_fn [26]
                0.00    0.00       3/4           module_create [39]
[34]     2.9    0.00    0.00       4         module_create_file [34]
                0.00    0.00       4/4           tokenize [35]
                0.00    0.00       4/7422        strings_intern [31]
                0.00    0.00       1/7455        string_comparator [64]
                0.00    0.00      12/20          map_create [230]
                0.00    0.00       8/9           set_create [236]
                0.00    0.00       8/9           queue_init [235]
                0.00    0.00       6/10322       queue_remove [155]
                0.00    0.00       6/5429        token_delete [166]
                0.00    0.00       4/4           file_info_file [254]
                0.00    0.00       4/88711       queue_peek [148]
-----------------------------------------------
                0.00    0.00       4/4           module_create_file [34]
[35]     2.9    0.00    0.00       4         tokenize [35]
                0.00    0.00    1812/2005        tokenize_line [30]
-----------------------------------------------
                0.00    0.00       1/2177        element_not [137]
                0.00    0.00     144/2177        execute_no_param <cycle 4> [11]
                0.00    0.00     145/2177        element_false [80]
                0.00    0.00     146/2177        element_true [79]
                0.00    0.00    1741/2177        execute_id_param <cycle 4> [16]
[36]     2.7    0.00    0.00    2177         vm_lookup [36]
                0.00    0.00    6325/95652       obj_get_field [5]
                0.00    0.00     149/154         create_none [211]
-----------------------------------------------
                                 726             postfix_expression1 [37]
                0.00    0.00    1634/1634        __fn__.3182 [23]
[37]     2.5    0.00    0.00    1634+726     postfix_expression1 [37]
                0.00    0.00    4383/214071      map_lookup [2]
                0.00    0.00     304/712         tuple_expression [42]
                0.00    0.00    9654/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    2041/20321       match_merge [151]
                0.00    0.00    1634/3152        module_statement [172]
                0.00    0.00    1348/10322       queue_remove [155]
                0.00    0.00     389/6810        string_literal [159]
                                 726             postfix_expression1 [37]
-----------------------------------------------
                0.00    0.00    2105/2105        additive_expression <cycle 3> [29]
[38]     2.3    0.00    0.00    2105         multiplicative_expression [38]
                0.00    0.00    4210/214071      map_lookup [2]
                0.00    0.00    1793/2841        multiplicative_expression1 [51]
                0.00    0.00    2105/88757       parser_next__ [71]
                0.00    0.00       6/6           unary_expression [131]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    2099/3152        postfix_expression [173]
                0.00    0.00    1799/20321       match_merge [151]
                0.00    0.00       6/10322       queue_remove [155]
-----------------------------------------------
                0.00    0.00       3/3           load_fn [26]
[39]     2.2    0.00    0.00       3         module_create [39]
                0.00    0.00       3/4           module_create_file [34]
                0.00    0.00       3/7422        strings_intern [31]
                0.00    0.00       3/3           file_info_set_name [136]
                0.00    0.00       2/7455        string_comparator [64]
                0.00    0.00       3/5           file_fn [248]
-----------------------------------------------
                0.00    0.00       2/669         call_new <cycle 4> [123]
                0.00    0.00       4/669         create_module [104]
                0.00    0.00      40/669         create_function [66]
                0.00    0.00      50/669         create_array [84]
                0.00    0.00     117/669         create_tuple [61]
                0.00    0.00     156/669         string_create [54]
                0.00    0.00     300/669         create_obj [48]
[40]     2.2    0.00    0.00     669         create_obj_of_class [40]
                0.00    0.00     875/16451       memory_graph_set_field [7]
                0.00    0.00     669/673         memory_graph_new_node [65]
                0.00    0.00     463/463         inherits_from [73]
                0.00    0.00     206/206         array_create [207]
-----------------------------------------------
                                                 <spontaneous>
[41]     1.6    0.00    0.00                 __fn__.3937 [41]
                0.00    0.00    1027/1085        anon_function [45]
                0.00    0.00    1068/214071      map_lookup [2]
                0.00    0.00    1048/4817        assignment_tuple [68]
                0.00    0.00    1891/88757       parser_next__ [71]
                0.00    0.00      21/2841        multiplicative_expression1 [51]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    1047/3152        postfix_expression [173]
                0.00    0.00     865/20321       match_merge [151]
                0.00    0.00      21/10322       queue_remove [155]
-----------------------------------------------
                0.00    0.00       1/712         __fn__.4098 [126]
                0.00    0.00       2/712         __fn__.4518 [122]
                0.00    0.00       9/712         __fn__.3015 [32]
                0.00    0.00      78/712         __fn__.2912 [81]
                0.00    0.00      86/712         __fn__.2961 [20]
                0.00    0.00     232/712         expression_statement [62]
                0.00    0.00     304/712         postfix_expression1 [37]
[42]     1.4    0.00    0.00     712         tuple_expression [42]
                0.00    0.00    1424/214071      map_lookup [2]
                0.00    0.00     567/567         tuple_expression1 [60]
                0.00    0.00     712/2841        multiplicative_expression1 [51]
                0.00    0.00       2/11079       map_insert [14]
                0.00    0.00     567/20321       match_merge [151]
-----------------------------------------------
                                                 <spontaneous>
[43]     1.4    0.00    0.00                 __fn__.3212 [43]
                0.00    0.00    3152/214071      map_lookup [2]
                0.00    0.00    3152/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00    3152/3152        primary_expression [174]
-----------------------------------------------
                0.00    0.00       1/1           main [3]
[44]     1.1    0.00    0.00       1         vm_create [44]
                0.00    0.00       1/1           vm_add_builtin [47]
                0.00    0.00       1/1           class_init [90]
                0.00    0.00      11/16451       memory_graph_set_field [7]
                0.00    0.00       3/50          create_array [84]
                0.00    0.00       1/300         create_obj [48]
                0.00    0.00       1/1           memory_graph_create_root_element [135]
                0.00    0.00       3/154         create_none [211]
                0.00    0.00       1/1           memory_graph_create [268]
                0.00    0.00       1/14895       create_int [154]
-----------------------------------------------
                0.00    0.00      58/1085        __fn__.5031 [59]
                0.00    0.00    1027/1085        __fn__.3937 [41]
[45]     1.1    0.00    0.00    1085         anon_function [45]
                0.00    0.00    2054/214071      map_lookup [2]
                0.00    0.00      56/65          function_argument_list [89]
                0.00    0.00      56/466         expression_statement [62]
                0.00    0.00    1195/88757       parser_next__ [71]
                0.00    0.00       2/11079       map_insert [14]
                0.00    0.00     971/977         is_expression [188]
                0.00    0.00     280/20321       match_merge [151]
                0.00    0.00     168/10322       queue_remove [155]
-----------------------------------------------
                                  30             or_expression1 [46]
                0.00    0.00    1661/1661        or_expression [9]
[46]     1.0    0.00    0.00    1661+30      or_expression1 [46]
                0.00    0.00    1691/214071      map_lookup [2]
                0.00    0.00      52/2003        xor_expression [10]
                0.00    0.00    1691/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00      82/20321       match_merge [151]
                0.00    0.00      52/10322       queue_remove [155]
                                  30             or_expression1 [46]
-----------------------------------------------
                0.00    0.00       1/1           vm_create [44]
[47]     1.0    0.00    0.00       1         vm_add_builtin [47]
                0.00    0.00       1/4           load_fn [26]
                0.00    0.00       1/4           create_module [104]
                0.00    0.00       3/16451       memory_graph_set_field [7]
                0.00    0.00       1/145         element_false [80]
                0.00    0.00       1/7422        strings_intern [31]
                0.00    0.00       1/7455        string_comparator [64]
                0.00    0.00       2/2198        map_iterate <cycle 1> [178]
                0.00    0.00       1/298         module_name [200]
                0.00    0.00       1/4           module_refs [256]
                0.00    0.00       1/4           module_classes [255]
-----------------------------------------------
                0.00    0.00       1/300         vm_create [44]
                0.00    0.00       2/300         class_create [107]
                0.00    0.00       4/300         class_init [90]
                0.00    0.00     293/300         vm_new_block [22]
[48]     1.0    0.00    0.00     300         create_obj [48]
                0.00    0.00     300/669         create_obj_of_class [40]
-----------------------------------------------
                0.00    0.00    1716/1716        module_load [50]
[49]     0.9    0.00    0.00    1716         module_instruction [49]
                0.00    0.00     689/7800        set_insert [19]
                0.00    0.00     728/214071      map_lookup [2]
                0.00    0.00      56/11079       map_insert [14]
                0.00    0.00      51/7422        strings_intern [31]
                0.00    0.00      19/7455        string_comparator [64]
                0.00    0.00    4592/10322       queue_remove [155]
                0.00    0.00    4592/5429        token_delete [166]
                0.00    0.00    1700/1700        op_type [184]
                0.00    0.00     705/26436       set_lookup [149]
                0.00    0.00     693/693         instruction [190]
                0.00    0.00     654/654         instruction_id [193]
                0.00    0.00     302/10056       token_to_val [156]
                0.00    0.00     302/302         instruction_val [199]
                0.00    0.00      51/51          string_copy_range [225]
                0.00    0.00      51/51          instruction_str [224]
                0.00    0.00      23/88711       queue_peek [148]
                0.00    0.00      22/22          value_negate [226]
                0.00    0.00      16/20          noop_instruction [231]
                0.00    0.00       8/8           queue_remove_last [241]
                0.00    0.00       8/4901        queue_add_front [167]
                0.00    0.00       8/20          map_create [230]
-----------------------------------------------
                0.00    0.00       4/4           load_fn [26]
[50]     0.9    0.00    0.00       4         module_load [50]
                0.00    0.00    1716/1716        module_instruction [49]
                0.00    0.00    1716/1720        expando_len [181]
                0.00    0.00    1704/1704        expando_append [182]
                0.00    0.00       4/4           expando__ [252]
                0.00    0.00       4/20          noop_instruction [231]
                0.00    0.00       4/5           queue_deep_delete [250]
                0.00    0.00       4/4           queue_shallow_delete [258]
-----------------------------------------------
                0.00    0.00       6/2841        __fn__.4176 [128]
                0.00    0.00      21/2841        __fn__.3937 [41]
                0.00    0.00     309/2841        tuple_expression1 [60]
                0.00    0.00     712/2841        tuple_expression [42]
                0.00    0.00    1793/2841        multiplicative_expression [38]
[51]     0.8    0.00    0.00    2841         multiplicative_expression1 [51]
                0.00    0.00    1793/214071      map_lookup [2]
                0.00    0.00    5379/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
-----------------------------------------------
                                1793             additive_expression <cycle 3> [29]
[52]     0.8    0.00    0.00    1793         additive_expression1 <cycle 3> [52]
                0.00    0.00    1793/214071      map_lookup [2]
                0.00    0.00    3544/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00      96/10322       queue_remove [155]
                0.00    0.00      96/20321       match_merge [151]
                                  96             additive_expression <cycle 3> [29]
-----------------------------------------------
                                   6             relational_expression1 [53]
                0.00    0.00    1691/1691        relational_expression [21]
[53]     0.8    0.00    0.00    1691+6       relational_expression1 [53]
                0.00    0.00    1697/214071      map_lookup [2]
                0.00    0.00    6770/88757       parser_next__ [71]
                0.00    0.00       6/2009        additive_expression <cycle 3> [29]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00      12/20321       match_merge [151]
                0.00    0.00       6/10322       queue_remove [155]
                                   6             relational_expression1 [53]
-----------------------------------------------
                0.00    0.00       4/156         create_module [104]
                0.00    0.00      10/156         class_fill [92]
                0.00    0.00      40/156         create_function [66]
                0.00    0.00     102/156         execute_str_param [63]
[54]     0.7    0.00    0.00     156         string_create [54]
                0.00    0.00     156/669         create_obj_of_class [40]
                0.00    0.00     156/16451       memory_graph_set_field [7]
                0.00    0.00     514/2996        array_enqueue [175]
                0.00    0.00     156/6330        array_size [161]
-----------------------------------------------
                0.00    0.00    1691/1691        equality_expression [17]
[55]     0.7    0.00    0.00    1691         equality_expression1 [55]
                0.00    0.00    1691/214071      map_lookup [2]
                0.00    0.00    3382/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
-----------------------------------------------
                0.00    0.00    1691/1691        and_expression [13]
[56]     0.7    0.00    0.00    1691         and_expression1 [56]
                0.00    0.00    1691/214071      map_lookup [2]
                0.00    0.00    1691/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
-----------------------------------------------
                0.00    0.00    1691/1691        xor_expression [10]
[57]     0.7    0.00    0.00    1691         xor_expression1 [57]
                0.00    0.00    1691/214071      map_lookup [2]
                0.00    0.00    1691/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
-----------------------------------------------
                0.00    0.00       4/297         vm_maybe_initialize_and_execute <cycle 4> [69]
                0.00    0.00     293/297         vm_new_block [22]
[58]     0.7    0.00    0.00     297         memory_graph_array_push [58]
                0.00    0.00     586/214071      map_lookup [2]
                0.00    0.00     272/7800        set_insert [19]
                0.00    0.00     297/22356       obj_set_field [12]
                0.00    0.00     297/95652       obj_get_field [5]
                0.00    0.00     586/26436       set_lookup [149]
                0.00    0.00     297/297         array_push [202]
                0.00    0.00     297/6330        array_size [161]
                0.00    0.00     297/14895       create_int [154]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.7    0.00    0.00                 __fn__.5031 [59]
                0.00    0.00     232/466         expression_statement [62]
                0.00    0.00     404/214071      map_lookup [2]
                0.00    0.00     112/166         statement_list [77]
                0.00    0.00      58/1085        anon_function [45]
                0.00    0.00      55/55          jump_statement [108]
                0.00    0.00       3/11079       map_insert [14]
                0.00    0.00     234/88757       parser_next__ [71]
                0.00    0.00       2/10322       queue_remove [155]
                0.00    0.00       2/2           class_definition [262]
                0.00    0.00       2/20321       match_merge [151]
-----------------------------------------------
                                 309             tuple_expression1 [60]
                0.00    0.00     567/567         tuple_expression [42]
[60]     0.6    0.00    0.00     567+309     tuple_expression1 [60]
                0.00    0.00    1185/214071      map_lookup [2]
                0.00    0.00     309/2841        multiplicative_expression1 [51]
                0.00    0.00     876/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00     618/20321       match_merge [151]
                0.00    0.00     309/10322       queue_remove [155]
                                 309             tuple_expression1 [60]
-----------------------------------------------
                0.00    0.00     117/117         execute_val_param [27]
[61]     0.6    0.00    0.00     117         create_tuple [61]
                0.00    0.00     117/669         create_obj_of_class [40]
                0.00    0.00     117/16451       memory_graph_set_field [7]
                0.00    0.00     117/117         tuple_create [214]
-----------------------------------------------
                0.00    0.00       3/466         __fn__.4518 [122]
                0.00    0.00       3/466         __fn__.4098 [126]
                0.00    0.00       5/466         __fn__.4685 [110]
                0.00    0.00      54/466         statement_list [77]
                0.00    0.00      55/466         statement_list1 [88]
                0.00    0.00      56/466         anon_function [45]
                0.00    0.00      58/466         __fn__.5059 [78]
                0.00    0.00     232/466         __fn__.5031 [59]
[62]     0.6    0.00    0.00     466         expression_statement [62]
                0.00    0.00     232/712         tuple_expression [42]
                0.00    0.00     232/214071      map_lookup [2]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00     120/88757       parser_next__ [71]
                0.00    0.00     120/20321       match_merge [151]
                0.00    0.00      64/10322       queue_remove [155]
-----------------------------------------------
                0.00    0.00     102/102         execute <cycle 4> [6]
[63]     0.5    0.00    0.00     102         execute_str_param [63]
                0.00    0.00     102/156         string_create [54]
                0.00    0.00      37/16451       memory_graph_set_field [7]
                0.00    0.00      65/2198        obj_to_str <cycle 1> [102]
                0.00    0.00      65/197         elt_to_str [209]
-----------------------------------------------
                0.00    0.00       1/7455        module_create_file [34]
                0.00    0.00       1/7455        file_info [140]
                0.00    0.00       1/7455        vm_add_builtin [47]
                0.00    0.00       2/7455        module_create [39]
                0.00    0.00      19/7455        module_instruction [49]
                0.00    0.00      33/7455        strings_insert_constants [112]
                0.00    0.00     639/7455        tokenize_line [30]
                0.00    0.00    6759/7455        map_lookup [2]
[64]     0.5    0.00    0.00    7455         string_comparator [64]
                0.00    0.00     696/7800        set_insert [19]
                0.00    0.00     696/696         debugf [189]
-----------------------------------------------
                0.00    0.00       4/673         create_obj_unsafe [120]
                0.00    0.00     669/673         create_obj_of_class [40]
[65]     0.5    0.00    0.00     673         memory_graph_new_node [65]
                0.00    0.00     673/7800        set_insert [19]
                0.00    0.00    2019/2034        map_init [180]
                0.00    0.00    1346/1350        set_init [186]
-----------------------------------------------
                0.00    0.00       1/40          add_ref.3136 [113]
                0.00    0.00       8/40          add_method.3159 [87]
                0.00    0.00      15/40          create_method [75]
                0.00    0.00      16/40          add_ref.3152 [76]
[66]     0.5    0.00    0.00      40         create_function [66]
                0.00    0.00      40/156         string_create [54]
                0.00    0.00     120/16451       memory_graph_set_field [7]
                0.00    0.00      40/669         create_obj_of_class [40]
-----------------------------------------------
                0.00    0.00       8/297         vm_maybe_initialize_and_execute <cycle 4> [69]
                0.00    0.00     289/297         execute_no_param <cycle 4> [11]
[67]     0.5    0.00    0.00     297         memory_graph_array_pop [67]
                0.00    0.00     586/214071      map_lookup [2]
                0.00    0.00     297/22356       obj_set_field [12]
                0.00    0.00     297/95652       obj_get_field [5]
                0.00    0.00     586/26436       set_lookup [149]
                0.00    0.00     297/297         array_pop [201]
                0.00    0.00     297/6330        array_size [161]
                0.00    0.00     297/14895       create_int [154]
-----------------------------------------------
                0.00    0.00    1048/4817        __fn__.3937 [41]
                0.00    0.00    1608/4817        __fn__.3015 [32]
                0.00    0.00    2161/4817        __fn__.2961 [20]
[68]     0.5    0.00    0.00    4817         assignment_tuple [68]
                0.00    0.00    1048/214071      map_lookup [2]
                0.00    0.00       4/65          function_argument_list [89]
                0.00    0.00    1055/88757       parser_next__ [71]
                0.00    0.00       1/11079       map_insert [14]
                0.00    0.00      11/20321       match_merge [151]
